benchmark,file_id,speaker_id,label,generator,split,is_unseen_generator
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_003_01,spk_003,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_004_00,spk_004,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_004_01,spk_004,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_005_00,spk_005,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_005_01,spk_005,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_006_00,spk_006,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_006_01,spk_006,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_007_00,spk_007,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_007_01,spk_007,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_008_00,spk_008,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A01_neural_vocoder_spk_008_01,spk_008,fake,A01_neural_vocoder,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_001_00,spk_001,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_001_01,spk_001,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_002_00,spk_002,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_002_01,spk_002,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_003_00,spk_003,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_003_01,spk_003,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_004_00,spk_004,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_004_01,spk_004,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_005_00,spk_005,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_005_01,spk_005,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_006_00,spk_006,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_006_01,spk_006,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_007_00,spk_007,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_007_01,spk_007,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_008_00,spk_008,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A02_vocoder_smearing_spk_008_01,spk_008,fake,A02_vocoder_smearing,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_001_00,spk_001,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_001_01,spk_001,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_002_00,spk_002,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_002_01,spk_002,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_003_00,spk_003,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_003_01,spk_003,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_004_00,spk_004,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_004_01,spk_004,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_005_00,spk_005,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_005_01,spk_005,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_006_00,spk_006,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_006_01,spk_006,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_007_00,spk_007,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_007_01,spk_007,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_008_00,spk_008,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A03_waveform_concat_spk_008_01,spk_008,fake,A03_waveform_concat,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_001_00,spk_001,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_001_01,spk_001,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_002_00,spk_002,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_002_01,spk_002,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_003_00,spk_003,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_003_01,spk_003,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_004_00,spk_004,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_004_01,spk_004,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_005_00,spk_005,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_005_01,spk_005,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_006_00,spk_006,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_006_01,spk_006,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_007_00,spk_007,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_007_01,spk_007,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_008_00,spk_008,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_fake_A04_spectral_filter_spk_008_01,spk_008,fake,A04_spectral_filter,train,False
asvspoof2019,asvspoof2019_real_test_spk_021_00,spk_021,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_021_01,spk_021,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_022_00,spk_022,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_022_01,spk_022,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_023_00,spk_023,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_023_01,spk_023,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_024_00,spk_024,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_024_01,spk_024,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_025_00,spk_025,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_025_01,spk_025,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_026_00,spk_026,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_026_01,spk_026,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_027_00,spk_027,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_027_01,spk_027,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_028_00,spk_028,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_028_01,spk_028,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_029_00,spk_029,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_029_01,spk_029,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_030_00,spk_030,real,human,test,False
asvspoof2019,asvspoof2019_real_test_spk_030_01,spk_030,real,human,test,False
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_021,spk_021,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_022,spk_022,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_023,spk_023,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_024,spk_024,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_025,spk_025,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_026,spk_026,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_027,spk_027,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_028,spk_028,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_029,spk_029,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A05_neural_source_filter_spk_030,spk_030,fake,A05_neural_source_filter,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_021,spk_021,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_022,spk_022,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_023,spk_023,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_024,spk_024,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_025,spk_025,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_026,spk_026,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_027,spk_027,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_028,spk_028,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_029,spk_029,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A06_high_fidelity_vocoder_spk_030,spk_030,fake,A06_high_fidelity_vocoder,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_021,spk_021,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_022,spk_022,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_023,spk_023,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_024,spk_024,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_025,spk_025,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_026,spk_026,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_027,spk_027,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_028,spk_028,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_029,spk_029,fake,A07_direct_waveform,test,True
asvspoof2019,asvspoof2019_unseen_A07_direct_waveform_spk_030,spk_030,fake,A07_direct_waveform,test,True
