benchmark,file_id,speaker_id,label,generator,split,is_unseen_generator
mlaad,mlaad_fake_bark_tts_mlaad_spk_07_01,mlaad_spk_07,fake,bark_tts,train,False
mlaad,mlaad_fake_bark_tts_mlaad_spk_08_00,mlaad_spk_08,fake,bark_tts,train,False
mlaad,mlaad_fake_bark_tts_mlaad_spk_08_01,mlaad_spk_08,fake,bark_tts,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_01_00,mlaad_spk_01,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_01_01,mlaad_spk_01,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_02_00,mlaad_spk_02,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_02_01,mlaad_spk_02,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_03_00,mlaad_spk_03,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_03_01,mlaad_spk_03,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_04_00,mlaad_spk_04,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_04_01,mlaad_spk_04,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_05_00,mlaad_spk_05,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_05_01,mlaad_spk_05,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_06_00,mlaad_spk_06,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_06_01,mlaad_spk_06,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_07_00,mlaad_spk_07,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_07_01,mlaad_spk_07,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_08_00,mlaad_spk_08,fake,vits_voice,train,False
mlaad,mlaad_fake_vits_voice_mlaad_spk_08_01,mlaad_spk_08,fake,vits_voice,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_01_00,mlaad_spk_01,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_01_01,mlaad_spk_01,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_02_00,mlaad_spk_02,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_02_01,mlaad_spk_02,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_03_00,mlaad_spk_03,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_03_01,mlaad_spk_03,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_04_00,mlaad_spk_04,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_04_01,mlaad_spk_04,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_05_00,mlaad_spk_05,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_05_01,mlaad_spk_05,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_06_00,mlaad_spk_06,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_06_01,mlaad_spk_06,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_07_00,mlaad_spk_07,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_07_01,mlaad_spk_07,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_08_00,mlaad_spk_08,fake,tortoise,train,False
mlaad,mlaad_fake_tortoise_mlaad_spk_08_01,mlaad_spk_08,fake,tortoise,train,False
mlaad,mlaad_real_test_mlaad_spk_16_00,mlaad_spk_16,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_16_01,mlaad_spk_16,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_17_00,mlaad_spk_17,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_17_01,mlaad_spk_17,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_18_00,mlaad_spk_18,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_18_01,mlaad_spk_18,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_19_00,mlaad_spk_19,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_19_01,mlaad_spk_19,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_20_00,mlaad_spk_20,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_20_01,mlaad_spk_20,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_21_00,mlaad_spk_21,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_21_01,mlaad_spk_21,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_22_00,mlaad_spk_22,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_22_01,mlaad_spk_22,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_23_00,mlaad_spk_23,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_23_01,mlaad_spk_23,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_24_00,mlaad_spk_24,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_24_01,mlaad_spk_24,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_25_00,mlaad_spk_25,real,human,test,False
mlaad,mlaad_real_test_mlaad_spk_25_01,mlaad_spk_25,real,human,test,False
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_16,mlaad_spk_16,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_17,mlaad_spk_17,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_18,mlaad_spk_18,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_19,mlaad_spk_19,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_20,mlaad_spk_20,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_21,mlaad_spk_21,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_22,mlaad_spk_22,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_23,mlaad_spk_23,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_24,mlaad_spk_24,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_elevenlabs_v2_mlaad_spk_25,mlaad_spk_25,fake,elevenlabs_v2,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_16,mlaad_spk_16,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_17,mlaad_spk_17,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_18,mlaad_spk_18,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_19,mlaad_spk_19,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_20,mlaad_spk_20,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_21,mlaad_spk_21,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_22,mlaad_spk_22,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_23,mlaad_spk_23,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_24,mlaad_spk_24,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_diffsvc_singing_mlaad_spk_25,mlaad_spk_25,fake,diffsvc_singing,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_16,mlaad_spk_16,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_17,mlaad_spk_17,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_18,mlaad_spk_18,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_19,mlaad_spk_19,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_20,mlaad_spk_20,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_21,mlaad_spk_21,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_22,mlaad_spk_22,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_23,mlaad_spk_23,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_24,mlaad_spk_24,fake,styletts2,test,True
mlaad,mlaad_unseen_styletts2_mlaad_spk_25,mlaad_spk_25,fake,styletts2,test,True
