benchmark,file_id,speaker_id,label,generator,split,is_unseen_generator
wavefake,wavefake_fake_waveglow_ljs_008_01,ljs_008,fake,waveglow,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_001_00,ljs_001,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_001_01,ljs_001,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_002_00,ljs_002,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_002_01,ljs_002,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_003_00,ljs_003,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_003_01,ljs_003,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_004_00,ljs_004,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_004_01,ljs_004,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_005_00,ljs_005,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_005_01,ljs_005,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_006_00,ljs_006,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_006_01,ljs_006,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_007_00,ljs_007,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_007_01,ljs_007,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_008_00,ljs_008,fake,parallel_wavegan,train,False
wavefake,wavefake_fake_parallel_wavegan_ljs_008_01,ljs_008,fake,parallel_wavegan,train,False
wavefake,wavefake_real_test_ljs_015_00,ljs_015,real,human,test,False
wavefake,wavefake_real_test_ljs_015_01,ljs_015,real,human,test,False
wavefake,wavefake_real_test_ljs_016_00,ljs_016,real,human,test,False
wavefake,wavefake_real_test_ljs_016_01,ljs_016,real,human,test,False
wavefake,wavefake_real_test_ljs_017_00,ljs_017,real,human,test,False
wavefake,wavefake_real_test_ljs_017_01,ljs_017,real,human,test,False
wavefake,wavefake_real_test_ljs_018_00,ljs_018,real,human,test,False
wavefake,wavefake_real_test_ljs_018_01,ljs_018,real,human,test,False
wavefake,wavefake_real_test_ljs_019_00,ljs_019,real,human,test,False
wavefake,wavefake_real_test_ljs_019_01,ljs_019,real,human,test,False
wavefake,wavefake_real_test_ljs_020_00,ljs_020,real,human,test,False
wavefake,wavefake_real_test_ljs_020_01,ljs_020,real,human,test,False
wavefake,wavefake_real_test_ljs_021_00,ljs_021,real,human,test,False
wavefake,wavefake_real_test_ljs_021_01,ljs_021,real,human,test,False
wavefake,wavefake_real_test_ljs_022_00,ljs_022,real,human,test,False
wavefake,wavefake_real_test_ljs_022_01,ljs_022,real,human,test,False
wavefake,wavefake_real_test_ljs_023_00,ljs_023,real,human,test,False
wavefake,wavefake_real_test_ljs_023_01,ljs_023,real,human,test,False
wavefake,wavefake_real_test_ljs_024_00,ljs_024,real,human,test,False
wavefake,wavefake_real_test_ljs_024_01,ljs_024,real,human,test,False
wavefake,wavefake_unseen_hifigan_ljs_015,ljs_015,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_016,ljs_016,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_017,ljs_017,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_018,ljs_018,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_019,ljs_019,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_020,ljs_020,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_021,ljs_021,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_022,ljs_022,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_023,ljs_023,fake,hifigan,test,True
wavefake,wavefake_unseen_hifigan_ljs_024,ljs_024,fake,hifigan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_015,ljs_015,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_016,ljs_016,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_017,ljs_017,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_018,ljs_018,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_019,ljs_019,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_020,ljs_020,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_021,ljs_021,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_022,ljs_022,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_023,ljs_023,fake,multiband_melgan,test,True
wavefake,wavefake_unseen_multiband_melgan_ljs_024,ljs_024,fake,multiband_melgan,test,True
